index,Category,Amount,
43291,kurta,453.0,
43292,Set,877.0,
43293,Top,,
43294,Set,1129.0,
43295,Set,877.0,
43296,Ethnic Dress,1174.0,
43297,kurta,347.0,
43298,Set,499.0,
43299,Set,713.33,
43300,kurta,301.9,
43301,Set,783.0,
43302,Set,969.0,
43303,Set,693.0,
43304,Set,698.0,
43305,kurta,379.0,
43306,Set,1147.0,
43307,Set,,
43308,kurta,346.67,
43309,Set,474.0,
43310,kurta,481.0,
43311,Set,999.0,
43312,kurta,480.0,
43313,Set,1053.0,
43314,kurta,495.0,
43315,Set,1691.0,
43316,kurta,379.0,
43317,Ethnic Dress,1249.0,
43318,kurta,547.0,
43319,Set,698.0,
43320,Set,1324.0,
43321,kurta,391.0,
43322,Set,1129.0,
43323,kurta,499.0,
43324,kurta,353.0,
43325,Blouse,460.0,
43326,Top,678.0,
43327,Set,958.0,
43328,kurta,469.0,
43329,Set,599.0,
43330,kurta,425.0,
43331,Set,799.0,
43332,kurta,527.0,
43333,Set,654.0,
43334,Set,646.0,
43335,Set,698.0,
43336,Set,646.0,
43337,kurta,378.0,
43338,kurta,379.0,
43339,Western Dress,870.0,
43340,Set,791.0,
43341,Ethnic Dress,399.0,
43342,kurta,379.0,
43343,kurta,299.0,
43344,Bottom,,
43345,Set,795.0,
43346,kurta,683.0,
43347,Top,,
43348,Set,1079.0,
43349,Set,729.0,
43350,Set,999.0,
43351,Set,1199.0,
43352,Set,563.0,
43353,Set,677.0,
43354,Set,999.0,
43355,kurta,328.0,
43356,Set,1120.0,
43357,Western Dress,761.0,
43358,Western Dress,458.0,
43359,kurta,399.0,
43360,Top,750.0,
43361,kurta,627.0,
43362,kurta,453.0,
43363,Set,799.0,
43364,Western Dress,680.95,
43365,Set,615.24,
43366,Set,730.0,
43367,kurta,452.0,
43368,Set,1201.0,
43369,kurta,449.0,
43370,kurta,399.0,
43371,Set,698.0,
43372,kurta,347.0,
43373,kurta,322.86,
43374,Set,542.0,
43375,Top,549.0,
43376,Top,798.0,
43377,kurta,399.0,
43378,Set,941.0,
43379,Set,677.0,
43380,Set,699.0,
43381,kurta,625.71,
43382,kurta,680.95,
43383,Set,898.0,
43384,kurta,391.0,
43385,Top,432.0,
43386,Set,845.0,
43387,Set,845.0,
43388,kurta,452.0,
43389,Set,698.0,
43390,Blouse,493.0,
43391,Top,421.0,
43392,kurta,359.0,
43393,kurta,449.0,
43394,kurta,449.0,
43395,Set,885.0,
43396,Set,775.0,
43397,Set,589.0,
43398,Set,775.0,
43399,Set,955.0,
43400,Set,818.1,
43401,Set,1329.52,
43402,Set,1166.0,
43403,Set,,
43404,kurta,0.0,
43405,Top,469.0,
43406,kurta,499.0,
43407,kurta,481.0,
43408,Set,747.0,
43409,Set,0.0,
43410,Western Dress,1196.0,
43411,kurta,379.0,
43412,Set,698.0,
43413,Set,,
43414,kurta,396.0,
43415,kurta,399.0,
43416,Set,698.0,
43417,Set,698.0,
43418,Set,753.33,
43419,Set,688.0,
43420,kurta,,
43421,kurta,378.0,
43422,kurta,481.0,
43423,Top,925.0,
43424,Western Dress,499.0,
43425,kurta,353.0,
43426,kurta,339.0,
43427,Top,432.0,
43428,Western Dress,761.0,
43429,kurta,330.0,
43430,kurta,,
43431,Set,657.0,
43432,Set,683.0,
43433,kurta,480.0,
43434,Set,474.0,
43435,kurta,622.0,
43436,Set,772.0,
43437,Set,1129.0,
43438,Set,927.0,
43439,Set,958.0,
43440,Set,955.0,
43441,Top,499.0,
43442,kurta,,
43443,Set,760.95,
43444,Set,698.0,
43445,Top,750.0,
43446,Western Dress,998.0,
43447,Set,688.0,
43448,Set,698.0,
43449,Set,1147.0,
43450,kurta,472.0,
43451,kurta,772.0,
43452,kurta,360.0,
43453,kurta,330.0,
43454,kurta,299.0,
43455,Set,599.0,
43456,kurta,330.0,
43457,kurta,495.0,
43458,Set,730.0,
43459,Set,474.0,
43460,Set,646.0,
43461,kurta,547.0,
43462,kurta,449.0,
43463,kurta,499.0,
43464,kurta,449.0,
43465,kurta,394.0,
43466,Set,1138.0,
43467,kurta,449.0,
43468,Set,693.0,
43469,kurta,495.0,
43470,kurta,330.0,
43471,kurta,627.0,
43472,Set,,
43473,Set,657.0,
43474,Set,698.0,
43475,Western Dress,715.0,
43476,kurta,379.0,
43477,Top,925.0,
43478,Top,869.0,
43479,Top,549.0,
43480,Top,836.0,
43481,Top,499.0,
43482,Top,297.0,
43483,kurta,360.95,
43484,Top,499.0,
43485,kurta,358.0,
43486,kurta,353.0,
43487,Set,,
43488,kurta,683.0,
43489,kurta,426.0,
43490,kurta,560.0,
43491,Top,311.0,
43492,Set,1130.0,
43493,kurta,574.0,
43494,kurta,471.43,
43495,kurta,379.0,
43496,kurta,453.0,
43497,kurta,530.0,
43498,kurta,452.0,
43499,kurta,322.0,
43500,Top,469.0,
43501,Set,1129.0,
43502,Set,999.0,
43503,Western Dress,1249.0,
43504,Set,949.0,
43505,kurta,499.0,
43506,kurta,449.0,
43507,kurta,549.0,
43508,kurta,495.0,
43509,Set,566.0,
43510,kurta,481.0,
43511,Set,698.0,
43512,kurta,394.0,
43513,kurta,499.0,
43514,Set,1147.0,
43515,Western Dress,1033.0,
43516,kurta,364.0,
43517,Set,1201.0,
43518,kurta,452.0,
43519,Western Dress,727.0,
43520,kurta,527.0,
43521,kurta,495.0,
43522,Set,589.0,
43523,Set,698.0,
43524,Set,,
43525,kurta,561.0,
43526,Set,698.0,
43527,kurta,358.0,
43528,kurta,481.0,
43529,kurta,449.0,
43530,kurta,499.0,
43531,Western Dress,1229.0,
43532,Set,969.0,
43533,Set,799.0,
43534,Set,0.0,
43535,Set,729.0,
43536,Set,955.0,
43537,kurta,549.0,
43538,Set,698.0,
43539,Western Dress,715.0,
43540,Set,698.0,
43541,Set,749.0,
43542,Set,729.0,
43543,Set,698.0,
43544,kurta,481.0,
43545,kurta,530.0,
43546,Set,589.0,
43547,Top,499.0,
43548,Top,432.0,
43549,Set,569.0,
43550,kurta,426.0,
43551,kurta,293.0,
43552,Set,1085.0,
43553,Set,1154.0,
43554,Set,999.0,
43555,Top,360.0,
43556,Western Dress,715.0,
43557,kurta,495.0,
43558,Top,798.0,
43559,Set,899.0,
43560,Set,999.0,
43561,Top,499.0,
43562,Set,981.25,
43563,Set,646.0,
43564,kurta,499.0,
43565,kurta,495.0,
43566,Top,421.0,
43567,kurta,,
43568,Set,1147.0,
43569,kurta,481.0,
43570,Set,969.0,
43571,kurta,449.0,
43572,Western Dress,1033.0,
43573,kurta,317.0,
43574,Set,969.0,
43575,Set,698.0,
43576,kurta,453.0,
43577,kurta,379.0,
43578,Set,683.0,
43579,kurta,561.0,
43580,kurta,499.0,
43581,Set,,
43582,kurta,340.95,
43583,Set,873.0,
43584,Set,1053.0,
43585,Set,1354.0,
43586,kurta,499.0,
43587,kurta,499.0,
43588,kurta,499.0,
43589,Set,1354.0,
43590,Set,1354.0,
43591,Set,920.0,
43592,Set,749.0,
43593,Set,1089.29,
43594,kurta,453.0,
43595,Set,969.0,
43596,Set,563.0,
43597,Set,969.0,
43598,kurta,474.0,
43599,Western Dress,761.0,
43600,Set,0.0,
43601,Set,1170.0,
43602,Set,799.0,
43603,kurta,,
43604,Set,1298.0,
43605,Set,1044.64,
43606,kurta,0.0,
43607,kurta,527.0,
43608,kurta,426.0,
43609,Set,791.0,
43610,kurta,527.0,
43611,kurta,499.0,
43612,Top,432.0,
43613,kurta,330.0,
43614,Set,657.0,
43615,Set,729.0,
43616,Set,589.0,
43617,Set,657.0,
43618,kurta,452.0,
43619,Set,698.0,
43620,Set,775.0,
43621,Set,927.0,
43622,kurta,481.0,
43623,kurta,358.0,
43624,kurta,481.0,
43625,kurta,453.0,
43626,kurta,365.0,
43627,Top,434.0,
43628,kurta,313.0,
43629,Set,615.24,
43630,Set,999.0,
43631,kurta,495.0,
43632,kurta,481.0,
43633,Set,899.0,
43634,Set,698.0,
43635,Set,688.0,
43636,kurta,542.0,
43637,kurta,299.0,
43638,Set,1138.0,
43639,Set,761.0,
43640,Set,627.0,
43641,Set,877.0,
43642,Set,698.0,
43643,Set,1298.0,
43644,Set,920.0,
43645,kurta,471.43,
43646,kurta,852.0,
43647,Top,499.0,
43648,kurta,449.0,
43649,Western Dress,1125.0,
43650,kurta,358.0,
43651,Set,1127.0,
43652,Set,1324.0,
43653,kurta,549.0,
43654,Western Dress,761.0,
43655,Set,,
43656,Top,432.0,
43657,kurta,299.0,
43658,kurta,,
43659,Set,1250.0,
43660,kurta,,
43661,Set,729.0,
43662,kurta,426.0,
43663,Set,589.0,
43664,Set,775.0,
43665,Set,761.0,
43666,Set,799.0,
43667,Set,698.0,
43668,Set,,
43669,Set,683.0,
43670,kurta,449.0,
43671,Set,698.0,
43672,Set,648.0,
43673,kurta,327.0,
43674,Set,775.0,
43675,Western Dress,1229.0,
43676,Western Dress,761.0,
43677,Western Dress,1125.0,
43678,kurta,379.0,
43679,Set,657.0,
43680,Set,1127.0,
43681,Set,1079.0,
43682,Top,493.0,
43683,Set,969.0,
43684,Set,729.0,
43685,Set,698.0,
43686,kurta,729.0,
43687,Set,698.0,
43688,Set,699.0,
43689,kurta,495.0,
43690,Set,542.0,
43691,Set,698.0,
43692,Ethnic Dress,799.0,
43693,Set,563.0,
43694,kurta,453.0,
43695,kurta,499.0,
43696,Set,698.0,
43697,Top,786.0,
43698,kurta,561.0,
43699,Set,1450.0,
43700,kurta,527.0,
43701,kurta,527.0,
43702,Top,393.33,
43703,Set,698.0,
43704,kurta,527.0,
43705,Set,,
43706,Set,712.0,
43707,kurta,364.0,
43708,Set,599.0,
43709,Set,795.0,
43710,kurta,556.0,
43711,kurta,495.0,
43712,kurta,530.0,
43713,Set,647.0,
43714,Western Dress,715.0,
43715,Western Dress,761.0,
43716,kurta,379.0,
43717,Set,845.0,
43718,kurta,530.0,
43719,Set,799.0,
43720,Set,795.0,
43721,kurta,,
43722,kurta,,
43723,kurta,481.0,
43724,Set,1648.0,
43725,Set,885.0,
43726,Set,0.0,
43727,kurta,469.0,
43728,kurta,527.0,
43729,kurta,527.0,
43730,Set,969.0,
43731,kurta,299.0,
43732,Set,799.0,
43733,Western Dress,1125.0,
43734,kurta,657.0,
43735,kurta,299.0,
43736,kurta,449.0,
43737,kurta,405.0,
43738,kurta,499.0,
43739,Set,999.0,
43740,Set,969.0,
43741,Western Dress,761.0,
43742,Set,984.0,
43743,Set,683.0,
43744,kurta,342.0,
43745,Set,657.0,
43746,kurta,,
43747,Top,354.0,
43748,kurta,449.0,
43749,kurta,394.0,
43750,Set,,
43751,kurta,481.0,
43752,kurta,399.0,
43753,kurta,495.0,
43754,kurta,495.0,
43755,kurta,394.0,
43756,kurta,499.0,
43757,Top,836.0,
43758,Western Dress,1033.0,
43759,kurta,,
43760,Set,969.0,
43761,Bottom,241.0,
43762,Blouse,869.0,
43763,kurta,,
43764,Top,469.0,
43765,Top,836.0,
43766,kurta,549.0,
43767,Set,677.0,
43768,Set,1386.0,
43769,kurta,339.0,
43770,Set,589.0,
43771,Bottom,241.0,
43772,Set,698.0,
43773,Top,354.0,
43774,Set,1079.0,
43775,Western Dress,399.0,
43776,Western Dress,817.0,
43777,Set,999.0,
43778,Western Dress,998.0,
43779,Top,432.0,
43780,Set,699.0,
43781,Western Dress,488.0,
43782,Top,516.0,
43783,kurta,426.0,
43784,Set,969.0,
43785,Set,999.0,
43786,Set,642.0,
43787,Set,1386.0,
43788,kurta,449.0,
43789,kurta,379.0,
43790,kurta,363.0,
43791,kurta,499.0,
43792,kurta,426.0,
43793,Set,642.0,
43794,Set,1245.0,
43795,kurta,495.0,
43796,kurta,480.0,
43797,kurta,400.0,
43798,Set,958.0,
43799,Set,1112.0,
43800,Western Dress,1229.0,
43801,Ethnic Dress,799.0,
43802,Set,647.0,
43803,Set,657.0,
43804,kurta,377.0,
43805,Set,955.0,
43806,Western Dress,761.0,
43807,Ethnic Dress,399.0,
43808,kurta,453.0,
43809,Set,698.0,
43810,Set,693.0,
43811,Set,955.0,
43812,Top,750.0,
43813,Set,729.0,
43814,Set,566.0,
43815,kurta,510.0,
43816,kurta,293.0,
43817,Set,958.0,
43818,Top,432.0,
43819,kurta,620.0,
43820,kurta,449.0,
43821,Top,499.0,
43822,kurta,449.0,
43823,Set,749.0,
43824,Top,365.0,
43825,kurta,521.0,
43826,Top,338.0,
43827,Western Dress,715.0,
43828,Top,1039.0,
43829,Set,589.0,
43830,Top,493.0,
43831,Set,845.0,
43832,Set,589.0,
43833,Western Dress,715.0,
43834,kurta,299.0,
43835,kurta,549.0,
43836,kurta,495.0,
43837,kurta,0.0,
43838,Set,775.0,
43839,Set,775.0,
43840,kurta,426.0,
43841,kurta,346.67,
43842,Set,949.0,
43843,Set,799.0,
43844,Western Dress,715.0,
43845,Set,698.0,
43846,Top,330.0,
43847,kurta,313.0,
43848,Set,969.0,
43849,Top,469.0,
43850,kurta,329.0,
43851,Set,499.0,
43852,Set,699.0,
43853,Set,1129.0,
43854,Set,791.0,
43855,kurta,481.0,
43856,Western Dress,,
43857,kurta,449.0,
43858,Set,898.0,
43859,kurta,495.0,
43860,kurta,299.0,
43861,Set,1399.0,
43862,Set,969.0,
43863,Top,299.0,
43864,kurta,0.0,
43865,Bottom,377.0,
43866,kurta,0.0,
43867,Blouse,493.0,
43868,kurta,313.0,
43869,kurta,399.0,
43870,Set,1138.0,
43871,Set,1228.0,
43872,kurta,,
43873,kurta,339.0,
43874,kurta,322.0,
43875,Western Dress,817.0,
43876,kurta,452.0,
43877,Top,499.0,
43878,Set,698.0,
43879,Set,729.0,
43880,Set,729.0,
43881,Set,563.0,
43882,Set,657.0,
43883,Top,836.0,
43884,Set,955.0,
43885,Set,729.0,
43886,Set,899.0,
43887,Set,1916.0,
43888,Set,760.95,
43889,Set,698.0,
43890,kurta,481.0,
43891,Set,730.0,
43892,Set,646.0,
43893,Set,642.0,
43894,Set,969.0,
43895,Set,799.0,
43896,Set,877.0,
43897,kurta,349.0,
43898,kurta,549.0,
43899,Top,750.0,
43900,Top,368.57,
43901,Western Dress,1196.0,
43902,kurta,449.0,
43903,kurta,688.0,
43904,Top,1039.0,
43905,Set,688.0,
43906,kurta,627.0,
43907,Set,567.0,
43908,Set,955.0,
43909,Western Dress,443.0,
43910,Top,299.0,
43911,Set,698.0,
43912,Top,,
43913,Set,729.0,
43914,Set,841.0,
43915,kurta,427.0,
43916,Set,791.0,
43917,Set,730.0,
43918,Set,0.0,
43919,Western Dress,870.0,
43920,Set,599.0,
43921,Set,730.0,
43922,kurta,599.0,
43923,Western Dress,715.0,
43924,Western Dress,761.0,
43925,Set,1298.0,
43926,kurta,453.0,
43927,Blouse,379.0,
43928,Set,958.0,
43929,Set,678.0,
43930,Top,484.0,
43931,Set,698.0,
43932,Set,799.0,
43933,Set,1138.0,
43934,kurta,359.0,
43935,kurta,426.0,
43936,Set,,
43937,Top,,
43938,kurta,449.0,
43939,Western Dress,1033.0,
43940,Set,1053.0,
43941,kurta,353.0,
43942,Set,730.0,
43943,Set,,
43944,Set,563.0,
43945,Set,744.0,
43946,kurta,627.0,
43947,kurta,353.0,
43948,Set,,
43949,kurta,299.0,
43950,kurta,,
43951,kurta,347.0,
43952,kurta,449.0,
43953,kurta,360.95,
43954,Set,969.0,
43955,Set,958.0,
43956,kurta,424.0,
43957,Set,563.0,
43958,Set,1020.0,
43959,Set,542.0,
43960,Set,699.0,
43961,Set,841.0,
43962,Set,648.0,
43963,Set,563.0,
43964,kurta,,
43965,kurta,453.0,
43966,kurta,379.0,
43967,kurta,,
43968,Set,655.24,
43969,Set,871.0,
43970,Set,999.0,
43971,kurta,329.0,
43972,Western Dress,1099.0,
43973,kurta,426.0,
43974,Set,1695.0,
43975,Set,969.0,
43976,Western Dress,998.0,
43977,Set,1166.0,
43978,Set,729.0,
43979,Set,698.0,
43980,kurta,457.14,
43981,Set,569.0,
43982,kurta,322.0,
43983,Set,730.0,
43984,Set,1138.0,
43985,kurta,449.0,
43986,Top,432.0,
43987,kurta,547.0,
43988,Set,695.24,
43989,Top,499.0,
43990,kurta,,
43991,kurta,355.0,
43992,Set,1354.0,
43993,Western Dress,,
43994,Western Dress,,
43995,Western Dress,,
43996,kurta,453.0,
43997,kurta,452.0,
43998,Top,499.0,
43999,Top,423.0,
44000,kurta,,
44001,Set,672.0,
44002,Set,791.0,
44003,kurta,385.0,
44004,Top,499.0,
44005,Western Dress,1033.0,
44006,Top,798.0,
44007,Set,698.0,
44008,Set,677.0,
44009,kurta,,
44010,Set,849.0,
44011,Set,949.0,
44012,kurta,370.48,
44013,kurta,,
44014,kurta,453.0,
44015,kurta,589.0,
44016,kurta,427.0,
44017,Set,1236.0,
44018,kurta,442.0,
44019,Western Dress,1196.0,
44020,Western Dress,745.0,
44021,Western Dress,956.0,
44022,Set,799.0,
44023,kurta,499.0,
44024,kurta,449.0,
44025,Top,750.0,
44026,kurta,521.0,
44027,Set,1154.0,
44028,kurta,358.0,
44029,kurta,547.0,
44030,kurta,452.0,
44031,kurta,,
44032,Western Dress,1033.0,
44033,Set,589.0,
44034,kurta,495.0,
44035,kurta,530.0,
44036,kurta,448.0,
44037,Set,845.0,
44038,Set,849.0,
44039,Top,421.0,
44040,kurta,627.0,
44041,kurta,453.0,
44042,kurta,472.0,
44043,kurta,399.0,
44044,Bottom,360.0,
44045,Set,677.0,
44046,kurta,426.0,
44047,kurta,542.0,
44048,Top,354.0,
44049,Top,469.0,
44050,Set,698.0,
44051,Set,567.0,
44052,kurta,379.0,
44053,Set,618.0,
44054,Set,730.0,
44055,kurta,,
44056,Set,698.0,
44057,kurta,,
44058,Set,791.0,
44059,kurta,360.95,
44060,Set,,
44061,Set,1386.0,
44062,kurta,399.0,
44063,Set,646.0,
44064,Set,1426.0,
44065,Set,589.0,
44066,kurta,365.0,
44067,kurta,452.0,
44068,Set,955.0,
44069,Set,877.0,
44070,kurta,,
44071,kurta,556.0,
44072,kurta,376.0,
44073,Top,499.0,
44074,kurta,426.0,
44075,kurta,236.19,
44076,Set,899.0,
44077,kurta,499.0,
44078,Set,627.0,
44079,Western Dress,1033.0,
44080,kurta,480.0,
44081,Set,698.0,
44082,Set,698.0,
44083,Set,955.0,
44084,Top,421.0,
44085,Set,999.0,
44086,Top,956.0,
44087,kurta,510.0,
44088,Top,678.0,
44089,Ethnic Dress,499.0,
44090,Set,589.0,
44091,kurta,449.0,
44092,kurta,399.0,
44093,kurta,542.0,
44094,kurta,527.0,
44095,Top,499.0,
44096,kurta,480.0,
44097,Set,969.0,
44098,kurta,0.0,
44099,kurta,,
44100,Western Dress,443.0,
44101,Western Dress,443.0,
44102,Top,499.0,
44103,kurta,499.0,
44104,Top,464.0,
44105,kurta,396.0,
44106,Set,955.0,
44107,Top,311.0,
44108,kurta,376.0,
44109,kurta,481.0,
44110,Set,1127.0,
44111,Set,877.0,
44112,Set,715.0,
44113,Set,698.0,
44114,Set,730.0,
44115,kurta,349.0,
44116,Top,469.0,
44117,Set,898.0,
44118,kurta,452.0,
44119,Set,969.0,
44120,kurta,452.0,
44121,kurta,457.14,
44122,Blouse,493.0,
44123,kurta,322.0,
44124,Set,698.0,
44125,kurta,449.0,
44126,kurta,,
44127,Top,499.0,
44128,Set,698.0,
44129,kurta,0.0,
44130,Top,499.0,
44131,kurta,549.0,
44132,kurta,549.0,
44133,kurta,299.0,
44134,Set,,
44135,Western Dress,1033.0,
44136,Set,450.0,
44137,kurta,449.0,
44138,Set,678.0,
44139,kurta,449.0,
44140,Western Dress,,
44141,Ethnic Dress,,
44142,Set,698.0,
44143,Western Dress,1033.0,
44144,Set,845.0,
44145,Set,618.0,
44146,Set,698.0,
44147,kurta,469.0,
44148,Set,618.0,
44149,Western Dress,680.95,
44150,kurta,452.0,
44151,Set,698.0,
44152,Set,,
44153,Set,774.0,
44154,kurta,,
44155,kurta,528.0,
44156,Set,799.0,
44157,Set,898.0,
44158,kurta,449.0,
44159,kurta,530.0,
44160,Set,698.0,
44161,kurta,349.0,
44162,Set,715.0,
44163,Set,1245.0,
44164,Set,526.0,
44165,Set,526.0,
44166,Set,590.0,
44167,kurta,495.0,
44168,kurta,495.0,
44169,kurta,448.0,
44170,Set,589.0,
44171,Western Dress,377.0,
44172,kurta,990.0,
44173,Top,267.0,
44174,Top,399.0,
44175,kurta,379.0,
44176,kurta,547.0,
44177,Set,729.0,
44178,Set,655.24,
44179,kurta,475.24,
44180,kurta,627.0,
44181,kurta,528.0,
44182,Top,330.0,
44183,Top,499.0,
44184,Western Dress,956.0,
44185,Set,695.24,
44186,Set,,
44187,Set,,
44188,Set,,
44189,Set,,
44190,Set,,
44191,Set,542.0,
44192,kurta,399.0,
44193,kurta,627.0,
44194,kurta,481.0,
44195,kurta,542.0,
44196,Set,958.0,
44197,Set,783.0,
44198,kurta,495.0,
44199,Set,698.0,
44200,kurta,399.0,
44201,Ethnic Dress,399.0,
44202,kurta,549.0,
44203,kurta,527.0,
44204,kurta,353.0,
44205,Set,589.0,
44206,Set,646.0,
44207,Set,642.0,
44208,Set,642.0,
44209,Set,,
44210,Set,,
44211,Set,699.0,
44212,kurta,452.0,
44213,Western Dress,1249.0,
44214,kurta,561.0,
44215,kurta,452.0,
44216,kurta,399.0,
44217,kurta,394.0,
44218,kurta,,
44219,kurta,495.0,
44220,kurta,495.0,
44221,Set,1450.0,
44222,Set,,
44223,Set,912.0,
44224,Western Dress,761.0,
44225,Top,421.0,
44226,Set,446.0,
44227,kurta,391.0,
44228,kurta,328.0,
44229,kurta,472.0,
44230,Top,399.0,
44231,Ethnic Dress,399.0,
44232,Top,354.0,
44233,Set,1079.0,
44234,Set,841.0,
44235,kurta,426.0,
44236,kurta,453.0,
44237,kurta,251.43,
44238,Set,1354.0,
44239,kurta,499.0,
44240,kurta,472.0,
44241,kurta,427.62,
44242,Set,693.0,
44243,kurta,495.0,
44244,Western Dress,998.0,
44245,Top,678.0,
44246,Set,958.0,
44247,Set,,
44248,Set,,
44249,Set,877.0,
44250,Set,698.0,
44251,kurta,427.0,
44252,Top,493.0,
44253,Set,546.0,
44254,kurta,449.0,
44255,kurta,542.0,
44256,kurta,322.0,
44257,kurta,,
44258,kurta,248.0,
44259,kurta,427.0,
44260,Set,698.0,
44261,kurta,426.0,
44262,Set,729.0,
44263,kurta,449.0,
44264,kurta,365.0,
44265,Set,877.0,
44266,Western Dress,715.0,
44267,Set,688.0,
44268,Set,912.0,
44269,Set,984.0,
44270,Set,499.0,
44271,Set,868.57,
44272,Top,399.0,
44273,Western Dress,998.0,
44274,Set,,
44275,Set,627.0,
44276,Set,698.0,
44277,Set,698.0,
44278,Top,549.0,
44279,Top,421.0,
44280,Set,589.0,
44281,Set,542.0,
44282,Set,567.0,
44283,Set,799.0,
44284,Top,387.0,
44285,Top,522.86,
44286,kurta,452.0,
44287,kurta,549.0,
44288,Set,873.0,
44289,Set,1147.0,
44290,Set,1112.0,
44291,Set,0.0,
44292,kurta,259.0,
44293,Set,698.0,
44294,kurta,349.0,
44295,kurta,834.0,
44296,Western Dress,1229.0,
44297,Set,1481.0,
44298,Set,1201.0,
44299,kurta,353.0,
44300,kurta,499.0,
44301,Set,677.0,
44302,kurta,453.0,
44303,Set,698.0,
44304,Western Dress,473.0,
44305,Blouse,493.0,
44306,kurta,446.67,
44307,kurta,339.0,
44308,Set,791.0,
44309,kurta,549.0,
44310,Western Dress,715.0,
44311,kurta,280.0,
44312,kurta,452.0,
44313,Set,,
44314,Top,499.0,
44315,Western Dress,1033.0,
44316,Set,1147.0,
44317,Set,859.0,
44318,kurta,549.0,
44319,kurta,499.0,
44320,kurta,627.0,
44321,Top,786.0,
44322,Set,589.0,
44323,Set,688.0,
44324,Set,618.0,
44325,Top,315.0,
44326,Set,1228.0,
44327,kurta,547.0,
44328,Set,698.0,
44329,Set,999.0,
44330,kurta,599.0,
44331,Top,469.0,
44332,kurta,322.0,
44333,kurta,394.0,
44334,kurta,353.0,
44335,Saree,563.0,
44336,Set,955.0,
44337,Western Dress,956.0,
44338,kurta,427.0,
44339,kurta,426.0,
44340,Western Dress,817.0,
44341,Set,999.0,
44342,kurta,358.0,
44343,kurta,657.0,
44344,Set,698.0,
44345,Set,1129.0,
44346,Set,698.0,
44347,Set,912.0,
44348,Set,1576.0,
44349,kurta,449.0,
44350,Western Dress,473.0,
44351,Set,1450.0,
44352,kurta,359.0,
44353,kurta,510.0,
44354,Set,648.0,
44355,Set,647.0,
44356,Western Dress,715.0,
44357,kurta,426.0,
44358,Set,969.0,
44359,kurta,688.0,
44360,kurta,469.0,
44361,kurta,499.0,
44362,Set,958.0,
44363,Set,969.0,
44364,kurta,527.0,
44365,Set,589.0,
44366,Set,1138.0,
44367,Western Dress,998.0,
44368,Western Dress,956.0,
44369,kurta,364.0,
44370,Set,969.0,
44371,Set,698.0,
44372,Set,657.0,
44373,Set,730.0,
44374,Top,338.0,
44375,Western Dress,724.76,
44376,Set,999.0,
44377,Set,567.0,
44378,Set,695.24,
44379,Set,747.0,
44380,kurta,481.0,
44381,kurta,264.0,
44382,Top,499.0,
44383,Top,421.0,
44384,Set,627.0,
44385,Set,698.0,
44386,Set,698.0,
44387,Set,0.0,
44388,Set,695.24,
44389,Set,747.0,
44390,kurta,449.0,
44391,Set,849.0,
44392,Set,758.0,
44393,Set,1354.0,
44394,Set,999.0,
44395,Set,1147.0,
44396,kurta,499.0,
44397,Set,877.0,
44398,Set,589.0,
44399,Set,699.0,
44400,Set,730.0,
44401,Western Dress,,
44402,Set,1450.0,
44403,Set,969.0,
44404,kurta,301.9,
44405,Set,713.33,
44406,Set,871.0,
44407,kurta,561.0,
44408,Set,859.0,
44409,Set,566.0,
44410,Set,1112.0,
44411,Set,647.0,
44412,Western Dress,1249.0,
44413,Set,688.0,
44414,kurta,399.0,
44415,kurta,480.0,
44416,Top,750.0,
44417,Set,,
44418,Set,688.0,
44419,kurta,399.0,
44420,Western Dress,1099.0,
44421,Western Dress,1196.0,
44422,kurta,561.0,
44423,kurta,379.0,
44424,Top,432.0,
44425,Set,688.0,
44426,Set,969.0,
44427,kurta,469.0,
44428,Set,999.0,
44429,Set,729.0,
44430,Top,,
44431,Top,354.0,
44432,Top,343.0,
44433,Saree,790.0,
44434,kurta,399.0,
44435,Set,898.0,
44436,Set,791.0,
44437,Top,499.0,
44438,kurta,299.0,
44439,kurta,481.0,
44440,Set,542.0,
44441,Top,315.0,
44442,Set,698.0,
44443,Set,542.0,
44444,Blouse,764.0,
44445,Set,799.0,
44446,kurta,0.0,
44447,kurta,547.0,
44448,Set,618.0,
44449,Set,849.0,
44450,Set,749.0,
44451,kurta,427.0,
44452,Set,542.0,
44453,kurta,499.0,
44454,kurta,469.0,
44455,kurta,330.0,
44456,Set,868.57,
44457,kurta,277.0,
44458,Set,715.0,
44459,kurta,424.0,
44460,kurta,449.0,
44461,kurta,405.71,
44462,Set,698.0,
44463,Top,469.0,
44464,Set,589.0,
44465,kurta,448.0,
44466,kurta,417.0,
44467,kurta,453.0,
44468,kurta,399.0,
44469,kurta,394.0,
44470,kurta,426.0,
44471,kurta,449.0,
44472,kurta,599.0,
44473,Set,698.0,
44474,Top,432.0,
44475,kurta,324.0,
44476,Top,0.0,
44477,kurta,657.0,
44478,Set,1354.0,
44479,Top,499.0,
44480,Top,434.0,
44481,Top,413.0,
44482,Top,387.0,
44483,Top,330.0,
44484,Set,698.0,
44485,kurta,499.0,
44486,kurta,,
44487,Set,729.0,
44488,Set,927.0,
44489,kurta,322.0,
44490,Set,747.0,
44491,kurta,417.0,
44492,Set,799.0,
44493,kurta,405.0,
44494,Set,729.0,
44495,Set,618.0,
44496,Set,698.0,
44497,Set,969.0,
44498,Set,627.0,
44499,Set,799.0,
